query,name,address,url,restaurant_url,cusines,number_of_reviews,food,service,price,decor,excellent,very_good,average,poor,terrible
180° by Matthias Diether,180 Degrees Restaurant,"Staapli 4 Noblessneri sadam, Tallinn 10415 Estonia",https://www.tripadvisor.com/Restaurant_Review-g274958-d14914457-Reviews-180_Degrees_Restaurant-Tallinn_Harju_County.html#REVIEWS,http://www.180degrees.ee/,"European, International",151,50,45,45,45,108,4,9,3,2
Trèsind Studio,Trèsind Dubai,"Arabian Court One&Only Royal Mirage, Dubai Marina, Dubai United Arab Emirates",https://www.tripadvisor.com/Restaurant_Review-g295424-d7257524-Reviews-Tresind_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,http://tresind.com/dubai,"Indian, Contemporary",874,45,45,40,45,615,156,36,18,17
Il Ristorante-Niko Romito,IL RISTORANTE - NIKO ROMITO,"Building 2 Courtyard No. 8 Xinyuan South Road, Chaoyang District 1/F, The Bulgari Hotel Beijing, Beijing 100027 China",https://www.tripadvisor.com/Restaurant_Review-g294212-d12906624-Reviews-IL_RISTORANTE_NIKO_ROMITO-Beijing.html#REVIEWS,https://www.bulgarihotels.com/en_US/beijing/bar-and-restaurant/il-ristorante-niko-romito,"Italian, European, Tuscan, Central-Italian",507,50,50,45,,62,8,1,3,1
STAY by Yannick Alléno,Alleno Paris,"8 avenue Dutuit Champs-Elysees, 75008 Paris France",https://www.tripadvisor.com/Restaurant_Review-g187147-d7205470-Reviews-Alleno_Paris-Paris_Ile_de_France.html#REVIEWS,http://www.yannick-alleno.com/fr/restaurants-reservation/restaurant-3-etoiles-paris.html,"French, European",866,45,45,40,45,183,26,26,14,14
akordu,Akordu,"70-1-3-1 Suimoncho, Nara 630-8208 Nara Prefecture",https://www.tripadvisor.com/Restaurant_Review-g298198-d11924476-Reviews-Akordu-Nara_Nara_Prefecture_Kinki.html#REVIEWS,http://akordu.com/,Contemporary,13,50,50,45,,1,0,0,0,0
L'Atelier de Joël Robuchon Miami,L'Atelier De Joël Robuchon Saint-Germain,"5 rue Montalembert Hotel Pont Royal, 75007 Paris France",https://www.tripadvisor.com/Restaurant_Review-g187147-d718134-Reviews-L_Atelier_De_Joel_Robuchon_Saint_Germain-Paris_Ile_de_France.html#REVIEWS,http://atelier-robuchon-saint-germain.com/,"French, European",2757,45,40,35,40,820,264,144,86,89
Octavium,Octavium Italian Restaurant,"22 Des Voeux Road Central, Central 8/F, One Chinachem Central,, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d13421362-Reviews-Octavium_Italian_Restaurant-Hong_Kong.html#REVIEWS,http://www.octavium.com.hk/about,"Italian, European",61,45,45,40,,27,12,5,4,3
Mizumi (Macau),Mizumi at Wynn Macau,"Rua Cidade de Sintra, NAPE, Alameda Dutor Carlos d'Assumpcao G/F, Wynn Macau, Macau China",https://www.tripadvisor.com/Restaurant_Review-g664891-d10513195-Reviews-Mizumi_at_Wynn_Macau-Macau.html#REVIEWS,http://www.wynnmacau.com/en/restaurants-n-bars/fine-dining/mizumi,"Japanese, Asian",53,45,45,40,,23,3,5,1,1
Wing Lei,Wing Lei,"Rua Cidade de Sintra, NAPE G/F, Wynn Macau, Macau China",https://www.tripadvisor.com/Restaurant_Review-g664891-d1217731-Reviews-Wing_Lei-Macau.html#REVIEWS,http://wynnmacau.com/en/restaurants-n-bars/fine-dining/wing-lei,"Chinese, Asian",175,45,40,40,40,34,13,8,4,2
Alain Ducasse at Morpheus,Alain Ducasse at The Dorchester,"53 Park Lane Closest tube stations: Hyde Park Corner and Marble Arch, London W1K 1QA England",https://www.tripadvisor.com/Restaurant_Review-g186338-d1205756-Reviews-Alain_Ducasse_at_The_Dorchester-London_England.html#REVIEWS,https://www.dorchestercollection.com/london/the-dorchester/dining/alain-ducasse,"French, European, Contemporary",1763,45,45,40,45,1033,238,143,83,46
Lung King Heen,Tin Lung Heen,"1 Austin Road West 102/F, The Ritz-Carlton, International Commerce Centre, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d2399904-Reviews-Tin_Lung_Heen-Hong_Kong.html#REVIEWS,https://www.tinlungheen.com/,"Chinese, Asian",1723,45,50,40,45,945,151,40,16,14
Bo Innovation,L'Atelier de Joel Robuchon,"15 Queen's Road Central, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d809453-Reviews-L_Atelier_de_Joel_Robuchon-Hong_Kong.html#REVIEWS,http://www.robuchon.hk/,"French, European",840,45,45,40,45,377,145,55,25,16
Sichuan Moon,Spring Moon,"Salisbury Road, Kowloon The Peninsula Hong Kong, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d812337-Reviews-Spring_Moon-Hong_Kong.html#REVIEWS,http://www.peninsula.com/springmoon/,"Chinese, Asian",400,45,45,35,45,136,49,22,9,7
L'Envol,L'Envol,"35 rue Gustave Flaubert Angle Rue Bel Air, 84300 Cavaillon France",https://www.tripadvisor.com/Restaurant_Review-g187214-d11760155-Reviews-L_Envol-Cavaillon_Luberon_Vaucluse_Provence_Alpes_Cote_d_Azur.html#REVIEWS,http://lenvolcavaillon.fr/,"French, Mediterranean",340,50,50,45,,20,1,0,0,0
Tin Lung Heen,Tin Lung Heen,"1 Austin Road West 102/F, The Ritz-Carlton, International Commerce Centre, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d2399904-Reviews-Tin_Lung_Heen-Hong_Kong.html#REVIEWS,https://www.tinlungheen.com/,"Chinese, Asian",1723,45,50,40,45,945,151,40,16,14
Feng Wei Ju,Feng Wei Ju,"Avenida da Amizade 5F StarWorld Hotel, Macau China",https://www.tripadvisor.com/Restaurant_Review-g664891-d11854281-Reviews-Feng_Wei_Ju-Macau.html#REVIEWS,http://www.starworldmacau.com/en/taste/restaurant#feng-wei-ju,"Chinese, Asian",37,40,45,35,,8,2,1,0,2
Amber,Amber,"No.15 Queen's Road Central 7/F, The Landmark Mandarin Oriental, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d939504-Reviews-Amber-Hong_Kong.html#REVIEWS,https://www.mandarinoriental.com/en/hong-kong/the-landmark/dine/amber?src=loc.local_listing.lmhkg.yxt,Contemporary,1146,45,45,40,45,656,147,60,17,12
Lai Ching Heen,Lai Ching Heen - Regent Hong Kong,"18 Salisbury Road, Tsim Sha Tsui, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d927163-Reviews-Lai_Ching_Heen_Regent_Hong_Kong-Hong_Kong.html#REVIEWS,http://hongkong.regenthotels.com/lai-ching-heen/,"Chinese, Asian",956,45,45,40,40,504,105,26,10,6
Ying Jee Club,Ying Jee Club,"41 Connaught Road Central, Central Shop G05, 107& 108, G/F, Nexxus Building,, Hong Kong China",https://www.tripadvisor.com/Restaurant_Review-g294217-d12906635-Reviews-Ying_Jee_Club-Hong_Kong.html#REVIEWS,http://yingjeeclub.hk/,"Chinese, Asian",61,45,50,40,,19,11,2,1,1
De Nieuwe Winkel,De Nieuwe Winkel,"Gebroeders Van Limburgplein 7, 6511 BW Nijmegen The Netherlands",https://www.tripadvisor.com/Restaurant_Review-g188569-d2430614-Reviews-De_Nieuwe_Winkel-Nijmegen_Gelderland_Province.html#REVIEWS,http://www.denieuwewinkel.com/nl/,"Dutch, European, International",231,45,45,45,40,30,6,2,2,0
De Kromme Watergang,Restaurant Schwarzwaldstube,"Tonbachstrasse 237 Hotel Traube Tonbach, 72270, Baiersbronn, Baden-Wurttemberg Germany",https://www.tripadvisor.com/Restaurant_Review-g187279-d718344-Reviews-Restaurant_Schwarzwaldstube-Baiersbronn_Baden_Wurttemberg.html#REVIEWS,http://www.traube-tonbach.de/,"French, European, Central European, International, Contemporary",440,50,45,45,45,64,18,1,0,1
Flore,Restaurant Flore,"Nieuwe Doelenstraat 2-14, 1012 CP Amsterdam The Netherlands",https://www.tripadvisor.com/Restaurant_Review-g188590-d2315768-Reviews-Restaurant_Flore-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.facebook.com/RestaurantFlore/,"International, European",793,45,45,40,45,371,55,20,9,11
Julemont,Restaurant Julemont,"Wittemer Allee 3 Chateau Wittem, 6286 AA Wittem The Netherlands",https://www.tripadvisor.com/Restaurant_Review-g1045126-d4430051-Reviews-Restaurant_Julemont-Wittem_Limburg_Province.html#REVIEWS,http://www.chateauwittem.com/,"French, Contemporary, Seafood",99,45,45,40,45,8,1,2,0,1
